"State_House_District","Precinct"
31,"605 - SULPHUR SPRING"
32,"101 - MERRIMANS"
32,"101 - RUSSELLS"
32,"102 - GORE"
32,"102 - OLD TOWN"
32,"103 - KERNSTOWN"
32,"201 - GAINESBOROUGH"
32,"201 - VIRGINIA AVENUE"
32,"202 - ALBIN"
32,"203 - REDLAND"
32,"204 - NAIN"
32,"205 - WHITE HALL"
32,"301 - CLEAR BROOK"
32,"301 - WAR MEMORIAL"
32,"302 - NEFFS TOWN"
32,"303 - JORDAN SPRINGS"
32,"304 - GIBSON SCHOOL"
32,"305 - SUNNYSIDE"
32,"401 - FREDERICK DOUGLASS"
32,"402 - ROLLING HILLS"
32,"502 - BASS-HOOVER"
32,"504 - VAUCLUSE SPRING"
32,"505 - AYLOR"
32,"601 - MILLBROOK"
32,"602 - ASH HOLLOW"
32,"603 - GREENWOOD"
32,"604 - CARPERS VALLEY"
33,"101 - BROADWAY"
33,"101 - FORK TOWN"
33,"101 - ORKNEY SPRINGS"
33,"101 - WEST LURAY"
33,"102 - TIMBERVILLE"
33,"103 - FULKS RUN"
33,"103 - NEW MARKET"
33,"104 - BERGTON"
33,"105 - LACEY SPRING"
33,"106 - LONE PINE"
33,"201 - CONICVILLE"
33,"201 - EAST LURAY"
33,"201 - SINGERS GLEN"
33,"202 - EDOM"
33,"202 - MT JACKSON"
33,"301 - MARKSVILLE"
33,"302 - EDINBURG"
33,"303 - MELROSE"
33,"303 - ST LUKE"
33,"304 - FORT VALLEY"
33,"401 - NEWPORT"
33,"401 - WOODSTOCK NORTH"
33,"402 - WOODSTOCK SOUTH"
33,"501 - CEDAR CREEK"
33,"501 - SHENANDOAH"
33,"502 - BENTONVILLE"
33,"503 - TOMS BROOK"
33,"504 - BROWNTOWN"
33,"504 - LEBANON CHURCH"
33,"601 - STRASBURG WEST"
33,"602 - STRASBURG EAST"
34,"101 - NORTHEAST"
34,"102 - EAST CENTRAL"
34,"103 - SOUTHEAST"
34,"104 - EAST"
34,"105 - LACEY SPRING"
34,"105 - SOUTH EAST CENTRAL"
34,"106 - LONE PINE"
34,"201 - NORTHWEST"
34,"201 - SINGERS GLEN"
34,"202 - EDOM"
34,"202 - SOUTHWEST"
34,"203 - WEST"
34,"204 - MT CLINTON"
34,"205 - SILVER LAKE"
34,"301 - KEEZLETOWN"
34,"302 - PORT REPUBLIC"
34,"303 - MELROSE"
34,"305 - MASSANETTA SPRINGS"
34,"306 - CROSSROADS"
34,"401 - WEST BRIDGEWATER"
34,"404 - NORTH RIVER"
34,"501 - ELKTON"
34,"502 - SWIFT RUN"
34,"503 - MCGAHEYSVILLE"
34,"504 - SOUTH FORK"
34,"505 - STONY RUN"
34,"506 - DEEP RUN"
35,"001 - MONTEREY"
35,"003 - WILSONS MILL"
35,"005 - BLUE GRASS"
35,"007 - MILL GAP"
35,"008 - MCDOWELL"
35,"101 - WARM SPRINGS"
35,"102 - MOUNTAIN GROVE"
35,"102 - STUARTS DRAFT ELEMENTARY"
35,"103 - VERONA"
35,"104 - WILSON"
35,"201 - CRIMORA"
35,"201 - HOT SPRINGS"
35,"202 - EDOM"
35,"202 - NEW HOPE"
35,"203 - DAYTON"
35,"203 - WEYERS CAVE"
35,"204 - MT CLINTON"
35,"205 - SILVER LAKE"
35,"301 - FAIRVIEW"
35,"301 - FORT DEFIANCE"
35,"302 - BURNSVILLE"
35,"302 - NORTH RIVER"
35,"302 - PORT REPUBLIC"
35,"303 - MOUNT SOLON"
35,"304 - GROTTOES"
35,"304 - ROLLA"
35,"305 - MASSANETTA SPRINGS"
35,"306 - CROSSROADS"
35,"401 - BUFFALO GAP"
35,"401 - MILLBORO"
35,"401 - WEST BRIDGEWATER"
35,"402 - CHURCHVILLE ELEMENTARY"
35,"402 - MONTEZUMA"
35,"403 - CRAIGSVILLE"
35,"403 - MT CRAWFORD"
35,"404 - DEERFIELD"
35,"404 - NORTH RIVER"
35,"405 - CEDAR GREEN"
35,"405 - OTTOBINE"
35,"406 - EAST BRIDGEWATER"
35,"501 - GREENVILLE"
35,"501 - HEALING SPRINGS"
35,"502 - MIDDLEBROOK"
35,"502 - SWIFT RUN"
35,"503 - MCGAHEYSVILLE"
35,"506 - DEEP RUN"
35,"801 - DOOMS"
35,"802 - FISHERSVILLE"
35,"803 - LADD"
35,"804 - GOOSE CREEK"
36,"001 - WARD A"
36,"002 - WARD B"
36,"003 - WARD C"
36,"004 - WARD D"
36,"101 - JOLIVUE"
36,"101 - WARD NO 1"
36,"102 - STUARTS DRAFT ELEMENTARY"
36,"104 - WILSON"
36,"201 - CRIMORA"
36,"201 - WARD TWO"
36,"202 - HIGHLAND BELLE"
36,"203 - VO-TECH"
36,"301 - MAURY RIVER"
36,"301 - WARD NO 3"
36,"302 - NORTH RIVER"
36,"304 - ROLLA"
36,"401 - BUFFALO GAP"
36,"401 - FAIRFIELD"
36,"401 - WARD NO 4"
36,"402 - MOUNTAIN VIEW"
36,"403 - VESUVIUS"
36,"405 - CEDAR GREEN"
36,"501 - GREENVILLE"
36,"501 - WARD NO 5"
36,"502 - MEADOWVIEW"
36,"502 - MIDDLEBROOK"
36,"503 - ROCKBRIDGE BATHS"
36,"503 - SPOTTSWOOD"
36,"504 - ROCKBRIDGE"
36,"504 - WHITE HILL"
36,"601 - SHERANDO"
36,"602 - RIDGEVIEW"
36,"603 - LYNDHURST"
36,"604 - MOUNT VERNON"
36,"803 - LADD"
36,"804 - GOOSE CREEK"
37,"001 - FIRST WARD"
37,"001 - LEXINGTON"
37,"002 - SECOND WARD"
37,"101 - AIRPORT"
37,"101 - ARRITT"
37,"101 - COURT HOUSE"
37,"101 - DALEVILLE"
37,"101 - PRECINCT 1-1"
37,"102 - BEN SALEM"
37,"102 - GREENFIELD"
37,"103 - DAMERON"
37,"103 - PLANK ROAD"
37,"104 - EFFINGER"
37,"201 - AMMENDALE PRECINCT"
37,"201 - BLUE RIDGE"
37,"201 - COLLIERSTOWN"
37,"201 - HUMPBACK BRIDGE"
37,"201 - PRECINCT 2-1"
37,"202 - DOLLY ANN"
37,"202 - HIGHLAND BELLE"
37,"202 - RAINBOW FOREST"
37,"301 - BUCHANAN"
37,"301 - CALLAGHAN"
37,"301 - GIVENS & REYNOLDS STORE"
37,"301 - MAURY RIVER"
37,"301 - PRECINCT 3-1"
37,"302 - GRIFFITH"
37,"302 - MILL CREEK"
37,"302 - NATURAL BRIDGE"
37,"303 - FALLING SPRING"
37,"303 - MARSHALLS STORE"
37,"401 - BARBOURS CREEK"
37,"401 - LOW MOOR"
37,"401 - PRECINCT 4-1"
37,"402 - JACKSON HEIGHTS"
37,"402 - MOUNTAIN VIEW"
37,"402 - PAINT BANK"
37,"403 - CRAIG SPRINGS"
37,"403 - EAGLE ROCK"
37,"406 - FINCASTLE"
37,"501 - CRAIG CITY"
37,"501 - GOSHEN"
37,"501 - IRON GATE"
37,"501 - PRECINCT 5-1"
37,"501 - TROUTVILLE"
37,"502 - CLOVERDALE"
37,"502 - MEADOWVIEW"
37,"502 - PETERS SWITCH"
37,"503 - ROCKBRIDGE BATHS"
37,"601 - DISTRICT 1"
37,"701 - DISTRICT 2"
38,"001 - PETERS CREEK"
38,"002 - GRANDVIEW"
38,"003 - PRESTON PARK"
38,"004 - WILLIAMSON ROAD"
38,"005 - EAST GATE"
38,"006 - HOLLINS ROAD"
38,"007 - SOUTHEAST"
38,"008 - LINCOLN TERRACE"
38,"009 - HIGHLAND"
38,"010 - OLD SOUTHWEST-WASENA"
38,"011 - RALEIGH COURT"
38,"012 - SOUTH ROANOKE"
38,"013 - GARDEN CITY"
38,"014 - CRYSTAL SPRING"
38,"015 - GRANDIN COURT"
38,"017 - LEE-HI"
38,"018 - SUMMIT HILLS"
38,"019 - FOREST PARK"
38,"020 - EUREKA PARK"
39,"102 - BURNT CHIMNEY"
39,"103 - SCRUGGS"
39,"201 - GLADE HILL"
39,"202 - PENHOOK"
39,"203 - HODGESVILLE"
39,"203 - MOUNTAIN VIEW"
39,"204 - DUDLEY"
39,"204 - GREEN RIDGE"
39,"205 - ORCHARDS"
39,"301 - SNOW CREEK"
39,"302 - FORK MOUNTAIN"
39,"303 - SONTAG"
39,"304 - DICKINSON"
39,"401 - BONSACK"
39,"401 - HENRY"
39,"402 - FERRUM"
39,"402 - NORTH LINDENWOOD"
39,"403 - ENDICOTT"
39,"403 - NORTH VINTON"
39,"404 - SOUTH VINTON"
39,"404 - WAIDSBORO"
39,"405 - SOUTH LINDENWOOD"
39,"406 - MOUNT PLEASANT"
39,"502 - CALLAWAY"
39,"503 - BOWMANS"
39,"504 - GOGGINSVILLE"
39,"505 - CLEARBROOK"
39,"506 - BUCK MOUNTAIN"
39,"601 - BOONES MILL"
39,"602 - BONBROOK"
39,"603 - COOPERS COVE"
39,"701 - ROCKY MOUNT EAST"
39,"702 - ROCKY MOUNT WEST"
39,"703 - ROCKY MOUNT SOUTH"
40,"001 - NORTH SALEM NO 2"
40,"002 - CONEHURST"
40,"003 - BEVERLY HEIGHTS"
40,"004 - WEST SALEM"
40,"005 - NORTH SALEM NO 1"
40,"006 - SOUTH SALEM NO 1"
40,"007 - SOUTH SALEM NO 2"
40,"008 - EAST SALEM"
40,"009 - SOUTH SIDE HILLS"
40,"010 - HIDDEN VALLEY"
40,"011 - RALEIGH COURT"
40,"015 - GRANDIN COURT"
40,"016 - DEYERLE"
40,"017 - LEE-HI"
40,"018 - SUMMIT HILLS"
40,"019 - FOREST PARK"
40,"102 - RICHFIELD"
40,"103 - NORTH GLENVAR"
40,"104 - NORTHSIDE"
40,"105 - HANGING ROCK"
40,"106 - SOUTH GLENVAR"
40,"107 - FORT LEWIS"
40,"201 - PLANTATION"
40,"202 - BURLINGTON"
40,"204 - GREEN RIDGE"
40,"206 - HOLLINS"
40,"302 - BACK CREEK"
40,"303 - WINDSOR HILLS"
40,"304 - OAK GROVE"
40,"305 - EAST HIDDEN VALLEY"
40,"306 - GARST MILL"
40,"307 - WEST HIDDEN VALLEY"
40,"501 - STARKEY"
40,"502 - WEST CAVE SPRING"
40,"503 - EAST CAVE SPRING"
40,"504 - GREEN VALLEY"
40,"505 - CLEARBROOK"
40,"507 - HUNTING HILLS"
41,"101 - CATAWBA"
41,"101 - PRECINCT A-1"
41,"102 - PRECINCT A-2"
41,"102 - RICHFIELD"
41,"103 - NORTH GLENVAR"
41,"103 - PRECINCT A-3"
41,"104 - PRECINCT A-4"
41,"105 - PRECINCT A-5"
41,"106 - SOUTH GLENVAR"
41,"107 - FORT LEWIS"
41,"201 - PRECINCT B-1"
41,"202 - PRECINCT B-2"
41,"203 - PRECINCT B-3"
41,"205 - PRECINCT B-5"
41,"301 - BENT MOUNTAIN"
41,"301 - PRECINCT C-1"
41,"302 - BACK CREEK"
41,"302 - PRECINCT C-2"
41,"303 - PRECINCT C-3"
41,"304 - PRECINCT C-4"
41,"305 - EAST HIDDEN VALLEY"
41,"307 - WEST HIDDEN VALLEY"
41,"401 - PRECINCT D-1"
41,"402 - PRECINCT D-2"
41,"403 - PRECINCT D-3"
41,"404 - PRECINCT D-4"
41,"501 - PRECINCT E-1"
41,"501 - STARKEY"
41,"502 - PRECINCT E-2"
41,"503 - PRECINCT E-3"
41,"504 - PRECINCT E-4"
41,"507 - HUNTING HILLS"
41,"601 - PRECINCT F-1"
41,"602 - PRECINCT F-2"
41,"603 - PRECINCT F-3"
41,"701 - PRECINCT G-1"
41,"702 - PRECINCT G-2"
41,"703 - PRECINCT G-3"
42,"001 - EAST PRECINCT"
42,"002 - CENTRAL PRECINCT"
42,"003 - WEST PRECINCT"
42,"004 - NEW RIVER PRECINCT"
42,"101 - BELSPRING"
42,"101 - GLEN LYN"
42,"101 - PRECINCT A-1"
42,"102 - NEW RIVER"
42,"102 - RICH CREEK"
42,"103 - NARROWS"
42,"103 - WEST CLOYD"
42,"201 - DRAPER"
42,"201 - PEARISBURG"
42,"201 - PRECINCT B-1"
42,"202 - PRECINCT B-2"
42,"202 - STAFFORDSVILLE"
42,"203 - NEWBERN"
42,"203 - PRECINCT B-3"
42,"203 - WHITE GATE"
42,"204 - PRECINCT B-4"
42,"205 - PRECINCT B-5"
42,"301 - DUBLIN"
42,"301 - EGGLESTON"
42,"302 - HIWASSEE"
42,"302 - PEMBROKE"
42,"303 - NEWPORT"
42,"304 - PRECINCT C-4"
42,"304 - SNOWVILLE"
42,"305 - PRECINCT C-5"
42,"401 - PRECINCT D-1"
42,"402 - PRECINCT D-2"
42,"402 - WALKER"
42,"403 - PRECINCT D-3"
42,"404 - EAST MASSIE"
42,"404 - PRECINCT D-4"
42,"501 - PRECINCT E-1"
42,"501 - ROBINSON"
42,"502 - PRECINCT E-2"
42,"504 - PRECINCT E-4"
42,"601 - PRECINCT F-1"
42,"703 - PRECINCT G-3"
43,"101 - BASTIAN"
43,"101 - INDIAN VALLEY"
43,"101 - SOUTH CLINTWOOD"
43,"102 - BLACKEY"
43,"102 - CERES"
43,"102 - TIP TOP"
43,"103 - HURLEY"
43,"103 - MUNDY TOWN"
43,"104 - FALLS MILLS"
43,"106 - POCAHONTAS"
43,"107 - AMONATE"
43,"109 - BISHOP"
43,"112 - BANDY"
43,"201 - DAVIS"
43,"201 - GRASSY"
43,"201 - NORA"
43,"202 - BULL"
43,"202 - FRYING PAN"
43,"202 - SEDDON"
43,"203 - BURKES GARDEN"
43,"203 - CLINCHCO"
43,"203 - ROCKLICK"
43,"204 - CLEAR FORK"
43,"207 - FREESTONE"
43,"209 - JEFFERSONVILLE"
43,"214 - THOMPSON VALLEY"
43,"301 - CEDAR BLUFF"
43,"301 - COOKS MILL"
43,"301 - HOLLYBROOK"
43,"301 - SLATE"
43,"301 - WEST DANTE"
43,"302 - BAPTIST VALLEY"
43,"302 - DAUGHERTY"
43,"302 - HERALD"
43,"302 - MECHANICSBURG"
43,"302 - NORTH GRUNDY"
43,"303 - NEW GARDEN"
43,"303 - PAINT LICK"
43,"303 - RIDGE"
43,"304 - CLEVELAND"
43,"304 - LONGS FORK"
43,"401 - DRILL"
43,"401 - HAYSI-COLLEY"
43,"401 - RICHLANDS"
43,"401 - ROCKY GAP"
43,"402 - JEWELL RIDGE"
43,"402 - SWORDS CREEK"
43,"403 - HONAKER"
43,"403 - SOUTH GRUNDY"
43,"404 - OAKWOOD"
43,"405 - GRUNDY"
43,"501 - PRATER"
43,"501 - SPRINGVILLE"
43,"501 - TARPON"
43,"501 - WEST LEBANON"
43,"502 - FOX"
43,"502 - GRAHAM"
43,"502 - NORTH CLINTWOOD"
43,"503 - VANSANT"
43,"601 - COUNCIL"
43,"601 - EAST LEBANON"
43,"602 - ELK GARDEN"
43,"602 - GARDEN"
43,"603 - HURRICANE"
43,"701 - WHITEWOOD"
43,"702 - CONTRARY"
44,"001 - FIRST WARD"
44,"002 - SECOND WARD"
44,"003 - THIRD WARD"
44,"004 - FOURTH WARD"
44,"101 - EAST ABINGDON"
44,"101 - MOCCASIN"
44,"102 - COPPER CREEK"
44,"102 - WEST ABINGDON"
44,"103 - SOUTH CASTLEWOOD"
44,"201 - CLINCHBURG"
44,"201 - NORTH CASTLEWOOD"
44,"202 - DANTE"
44,"202 - GREENDALE"
44,"203 - HAYTERS GAP"
44,"204 - WOODLAND HILLS"
44,"301 - COOKS MILL"
44,"301 - WATAUGA"
44,"302 - DAUGHERTY"
44,"302 - SOUTH ABINGDON"
44,"303 - NEW GARDEN"
44,"304 - CLEVELAND"
44,"401 - GLADE SPRING"
44,"402 - MEADOWVIEW"
44,"501 - RHEA VALLEY"
44,"501 - WEST LEBANON"
44,"502 - DAMASCUS"
44,"504 - GREEN COVE"
44,"601 - BURSON PLACE"
44,"601 - EAST LEBANON"
44,"602 - ELK GARDEN"
44,"602 - MENDOTA"
44,"603 - VALLEY INSTITUTE"
44,"701 - HIGH POINT"
44,"702 - WALLACE"
44,"703 - JOHN BATTLE"
45,"001 - EAST WARD"
45,"101 - APPALACHIA"
45,"101 - ELYDALE"
45,"101 - SOUTH CLINTWOOD"
45,"101 - WEBER CITY"
45,"102 - DORCHESTER"
45,"102 - EWING"
45,"102 - YUMA"
45,"103 - GUEST RIVER VOTING PLACE"
45,"103 - ROSE HILL"
45,"104 - WEST POUND"
45,"201 - BLACKWATER"
45,"201 - NORA"
45,"201 - NORTH COEBURN"
45,"202 - FLATWOODS"
45,"202 - WEBER CITY EAST"
45,"202 - WISE"
45,"203 - EAST POUND"
45,"203 - HILTONS"
45,"203 - JONESVILLE"
45,"204 - CLARK'S"
45,"301 - BEN HUR"
45,"301 - BIG STONE GAP"
45,"301 - NICKELSVILLE"
45,"301 - WEST DANTE"
45,"302 - EAST STONE GAP"
45,"302 - HERALD"
45,"302 - SNOWFLAKE"
45,"302 - WOODWAY"
45,"303 - RIDGE"
45,"303 - TWIN SPRINGS"
45,"304 - COPPER CREEK"
45,"304 - LONGS FORK"
45,"401 - CLINCH VALLEY"
45,"401 - GATE CITY"
45,"401 - STICKLEYVILLE"
45,"402 - JASPER"
45,"402 - SOUTH COEBURN"
45,"403 - SEMINARY"
45,"403 - ST PAUL"
45,"404 - DRYDEN"
45,"501 - DUNGANNON"
45,"501 - SAINT CHARLES"
45,"502 - FORT BLACKMORE"
45,"502 - NORTH CLINTWOOD"
45,"502 - PENNINGTON"
45,"503 - MANVILLE"
45,"503 - ROBBINS CHAPEL"
45,"504 - KEOKEE"
45,"504 - RYE COVE"
45,"601 - CLINCHPORT"
45,"602 - DUFFIELD-PATTONSVILLE"
45,"603 - FAIRVIEW"
46,"101 - BRIDLE CREEK"
46,"101 - ROYAL OAK"
46,"101 - SALTVILLE"
46,"102 - FLATRIDGE"
46,"102 - RURAL RETREAT"
46,"103 - GRANT"
46,"104 - MOUTH OF WILSON"
46,"105 - MOUNT ROGERS"
46,"106 - RUGBY"
46,"107 - TROUTDALE"
46,"108 - COMERS ROCK"
46,"201 - DRAPER"
46,"201 - SEVEN MILE FORD"
46,"202 - ELK CREEK"
46,"202 - RICH VALLEY"
46,"202 - SOUTH PULASKI"
46,"203 - INDEPENDENCE"
46,"203 - NEWBERN"
46,"203 - WEST WYTHEVILLE"
46,"301 - BAYWOOD"
46,"301 - CHILHOWIE"
46,"302 - FAIRVIEW"
46,"302 - ST CLAIR"
46,"303 - EAST WYTHEVILLE"
46,"401 - EAST PARK"
46,"401 - FORT CHISWELL"
46,"401 - FRIES"
46,"402 - MAX MEADOWS"
46,"402 - PROVIDENCE"
46,"402 - WALKER"
46,"402 - WEST PARK"
46,"403 - OLDTOWN"
46,"403 - WEST MASSIE"
46,"404 - EAST MASSIE"
46,"501 - ATKINS"
46,"501 - JACKSON MEMORIAL"
46,"501 - ROBINSON"
46,"502 - SHEFFEY"
46,"502 - WASSONA"
46,"601 - HUDDLE"
46,"601 - ROYAL OAK EAST"
46,"602 - ROYAL OAK WEST"
46,"602 - ZION"
46,"603 - EVERGREEN"
46,"701 - ADWOLFE"
46,"702 - SUGAR GROVE"
46,"703 - KONNAROCK"
47,"001 - EAST"
47,"005 - WEST"
47,"101 - ARARAT"
47,"101 - BASSETT 2"
47,"101 - LOCUST GROVE"
47,"101 - MT BETHEL"
47,"102 - CLAUDVILLE"
47,"102 - GUNVILLE"
47,"102 - ST PAUL"
47,"103 - LAMBSBURG"
47,"103 - SCOTT'S TANYARD"
47,"103 - WILLIS GAP"
47,"105 - FANCY GAP"
47,"201 - DRY POND"
47,"201 - FIELDALE"
47,"201 - HILLSVILLE B"
47,"201 - LITTLE RIVER"
47,"202 - HORSEPASTURE 1"
47,"202 - LAUREL FORK"
47,"202 - PATRICK SPRINGS"
47,"203 - GLADESBORO"
47,"203 - RUSSELL CREEK"
47,"204 - SPENCER"
47,"301 - COURTHOUSE"
47,"301 - CRITZ/STELLA"
47,"301 - HILLSVILLE C"
47,"302 - LIBERTY"
47,"302 - SYLVATUS"
47,"303 - DUGSPUR"
47,"401 - BURKS FORK"
47,"401 - COLLINSVILLE 1"
47,"401 - MEADOWS OF DAN"
47,"401 - OAKLAND"
47,"402 - DANIELS CREEK"
47,"402 - STUART FAIRGROUNDS"
47,"402 - WOODLAWN D"
47,"403 - STUART COMMUNITY"
47,"501 - BASSETT 1"
47,"501 - INDIAN VALLEY"
47,"501 - VAUGHAN"
47,"502 - ELAMSVILLE"
47,"502 - FIGSBORO"
47,"502 - GLADEVILLE"
47,"503 - STANLEYTOWN"
47,"503 - WOODLAWN E"
47,"503 - WOOLWINE"
47,"504 - LAUREL"
47,"504 - OAK LEVEL"
47,"604 - RIDGEWAY 2"
48,"001 - PRECINCT 1"
48,"002 - PRECINCT 2"
48,"003 - PRECINCT 3"
48,"004 - PRECINCT 4"
48,"005 - PRECINCT 5"
48,"006 - PRECINCT 6"
48,"103 - SCOTT'S TANYARD"
48,"103 - TWIN SPRINGS"
48,"105 - CHATHAM"
48,"106 - TUNSTALL"
48,"108 - WEST BLAIRS"
48,"201 - CALLANDS"
48,"201 - FIELDALE"
48,"202 - BEARSKIN"
48,"202 - HORSEPASTURE 1"
48,"203 - HORSEPASTURE 2"
48,"204 - SANDY LEVEL"
48,"204 - SPENCER"
48,"206 - CLIMAX"
48,"207 - GRETNA"
48,"301 - CENTRAL"
48,"302 - AXTON"
48,"303 - IRISBURG"
48,"304 - MOUNT OLIVET"
48,"305 - MOUNTAIN VALLEY"
48,"305 - RICEVILLE"
48,"308 - MT AIRY"
48,"309 - EAST GRETNA"
48,"401 - COLLINSVILLE 1"
48,"402 - DANIELS CREEK"
48,"404 - COLLINSVILLE NUMBER 2"
48,"405 - MOUNTAIN VIEW"
48,"501 - HURT"
48,"502 - FIGSBORO"
48,"502 - MOTLEY SYCAMORE"
48,"503 - RENAN"
48,"503 - STANLEYTOWN"
48,"505 - DYERS STORE"
48,"601 - FONTAINE"
48,"602 - HILLCREST"
48,"603 - RIDGEWAY 1"
48,"603 - STONY MILL"
48,"604 - RIDGEWAY 2"
48,"604 - SWANSONVILLE"
48,"605 - WHITMELL"
48,"606 - BROSVILLE"
48,"607 - DRY FORK"
48,"702 - BACHELORS HALL"
48,"703 - FERRY ROAD"
48,"704 - MT HERMON"
48,"705 - MT CROSS"
49,"001 - WARD ONE"
49,"002 - WARD TWO"
49,"003 - WARD THREE"
49,"004 - WARD FOUR"
49,"006 - WARD SIX"
49,"007 - WARD SEVEN"
49,"008 - WARD EIGHT"
49,"009 - WARD NINE"
49,"010 - WARD TEN"
49,"011 - WARD ELEVEN"
49,"012 - WARD TWELVE"
49,"013 - WARD THIRTEEN"
49,"014 - WARD FOURTEEN"
49,"015 - WARD FIFTEEN"
49,"016 - WARD SIXTEEN"
49,"017 - WARD SEVENTEEN"
49,"103 - REPUBLICAN GROVE"
49,"103 - TWIN SPRINGS"
49,"106 - TUNSTALL"
49,"108 - WEST BLAIRS"
49,"202 - CROSSROADS"
49,"302 - MEADVILLE"
49,"304 - VERNON HILL"
49,"305 - SINAI"
49,"307 - EAST BLAIRS"
49,"401 - COURTHOUSE"
49,"402 - KEELING"
49,"403 - CENTER"
49,"404 - KENTUCK"
49,"405 - RINGGOLD"
49,"502 - DAN RIVER"
49,"601 - BLACK WALNUT"
49,"603 - MT CARMEL"
49,"605 - UNION"
49,"701 - HYCO"
49,"702 - MIDWAY"
49,"703 - FERRY ROAD"
49,"703 - VIRGILINA"
49,"704 - MT HERMON"
49,"705 - MT CROSS"
49,"801 - SOUTH BOSTON"
50,"101 - CHILDREY"
50,"101 - COUNTY SEAT"
50,"101 - FARMVILLE"
50,"101 - PLYMOUTH"
50,"101 - WRIGHTS STORE"
50,"102 - LIBERTY"
50,"102 - PEARSONS STORE"
50,"103 - REPUBLICAN GROVE"
50,"103 - SOUTH CLARKSVILLE"
50,"201 - BOYDTON"
50,"201 - BROWNS STORE"
50,"201 - CLAYS MILL"
50,"201 - LOCKETT"
50,"201 - RED OAK WYLLIESBURG"
50,"202 - BLUESTONE SENIOR HIGH SCHOOL"
50,"202 - CROSSROADS"
50,"203 - CHASE CITY VFW POST"
50,"203 - CLOVER"
50,"301 - BRACEY"
50,"301 - LEIGH"
50,"301 - ROSEBUD"
50,"302 - DRAKES BRANCH"
50,"302 - FLAT ROCK"
50,"302 - LACROSSE"
50,"302 - MEADVILLE"
50,"302 - MT PLEASANT"
50,"304 - VERNON HILL"
50,"305 - SINAI"
50,"401 - AMERICAN LEGION HALL"
50,"401 - ARROWHEAD GUN CLUB"
50,"401 - COURTHOUSE"
50,"401 - HAMPDEN"
50,"401 - KEYSVILLE"
50,"402 - PARK VIEW MIDDLE SCHOOL"
50,"402 - PLEASANT GROVE"
50,"403 - CENTER"
50,"501 - CULLEN"
50,"501 - DARLINGTON HTS"
50,"501 - REEDY CREEK"
50,"501 - SOUTH HILL"
50,"502 - BUFFALO HTS"
50,"502 - DAN RIVER"
50,"502 - PEOPLES COMMUNITY CENTER"
50,"503 - SCOTTSBURG"
50,"601 - BASKERVILLE"
50,"601 - HOUNDS CREEK"
50,"601 - PROSPECT"
50,"602 - PHENIX"
50,"602 - UNION LEVEL"
50,"603 - SMITH CROSSROADS"
50,"604 - LAKE GASTON"
50,"701 - CHASE CITY"
50,"701 - MEHERRIN FIRE DEPARTMENT"
50,"701 - WEST END"
50,"702 - BACON/SAXE"
50,"702 - MIDWAY"
50,"702 - SUNSHINE"
50,"702 - VICTORIA PUBLIC LIBRARY"
50,"801 - CENTER"
50,"801 - FINCHLEY"
50,"802 - BLUESTONE"
50,"803 - CHASE CITY ELEMENTARY SCHOOL"
50,"901 - AVERETT"
50,"902 - BUFFALO SPRINGS"
50,"903 - CLARKSVILLE"
51,"101 - GOODVIEW ELEM SCHOOL"
51,"102 - HARDY VOL FIRE CO"
51,"102 - NEW LONDON"
51,"103 - CHAMBLISSBURG BAPTIST CHURCH"
51,"104 - BARNHARDT BAPTIST CHURCH"
51,"105 - DIAMOND HILL BAPTIST CHURCH"
51,"201 - BEDFORD CHRISTIAN CHURCH"
51,"202 - BEDFORD SPRINGS"
51,"202 - STAUNTON RIVER HIGH SCHOOL"
51,"203 - EASTLAKE COMMUNITY CHURCH"
51,"204 - HUDDLESTON ELEMENTARY SCHOOL"
51,"205 - SAUNDERS VOL FIRE CO"
51,"301 - EVINGTON"
51,"301 - NEW LONDON ACADEMY"
51,"302 - BEDFORD COUNTY GYM"
51,"302 - OTTER RIVER"
51,"303 - ALTAVISTA"
51,"303 - FOREST ALLIANCE CHURCH"
51,"304 - FREEDOM BAPTIST CHURCH"
51,"305 - FOREST FIRE STATION #2"
51,"401 - FOREST ELEMENTARY SCHOOL"
51,"401 - THREE FORKS"
51,"402 - COURT HOUSE"
51,"501 - HURT"
51,"501 - SPRING HILL"
51,"502 - SUCK SPRING BAPTIST CHURCH"
51,"502 - YELLOW BRANCH"
51,"503 - RENAN"
51,"601 - KINGS"
51,"601 - MONTVALE ELEM SCHOOL"
51,"602 - CONCORD"
51,"602 - SHADY GROVE FIRE DEPARTMENT"
51,"603 - BEDFORD MOOSE LODGE"
51,"604 - BEDFORD WELCOME CENTER"
51,"701 - BROOKNEAL"
51,"701 - GOODE VOL RESCUE SQUAD"
51,"702 - GLADYS"
51,"702 - LIBERTY HIGH SCHOOL"
51,"703 - MORRIS CHURCH"
51,"703 - THAXTON BAPTIST CHURCH"
51,"704 - BEDFORD CENTRAL LIBRARY"
52,"101 - BROOKVILLE"
52,"101 - FIRST WARD FIRST PRECINCT"
52,"102 - FIRST WARD SECOND PRECINCT"
52,"102 - NEW LONDON"
52,"103 - FIRST WARD THIRD PRECINCT"
52,"104 - FIRST WARD FOURTH PRECINCT"
52,"105 - FIRST WARD FIFTH PRECINCT"
52,"201 - SECOND WARD FIRST PRECINCT"
52,"201 - WALKER"
52,"202 - BEDFORD SPRINGS"
52,"202 - SECOND WARD SECOND PRECINCT"
