District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
HSE 047,Locality: 141 PATRICK COUNTY,0202,202 - PATRICK SPRINGS,"1,008",16,"1,024",3,1,,,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0203,203 - RUSSELL CREEK,965,21,986,4,,,2,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0301,301 - CRITZ/STELLA,"1,592",45,"1,637",14,,1,1,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0302,302 - LIBERTY,967,14,981,10,,,2,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0401,401 - MEADOWS OF DAN,"1,002",23,"1,025",5,5,1,,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0402,402 - STUART FAIRGROUNDS,778,32,810,3,1,,2,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0403,403 - STUART COMMUNITY,591,20,611,2,,,,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0502,502 - ELAMSVILLE,"1,257",29,"1,286",8,1,,,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 141 PATRICK COUNTY,0503,503 - WOOLWINE,"1,259",21,"1,280",7,1,,,13,"12,555",296,"12,851",73,13,2,10,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 640 GALAX CITY,0001,001 - EAST,"1,810",63,"1,873",22,3,,,2,"3,829",196,"4,025",41,6,,,43,"59,421","1,552","60,973",365,48,16,45
HSE 047,Locality: 640 GALAX CITY,0005,005 - WEST,"2,019",133,"2,152",19,3,,,2,"3,829",196,"4,025",41,6,,,43,"59,421","1,552","60,973",365,48,16,45
HSE 048,Locality: 089 HENRY COUNTY,0201,201 - FIELDALE,"1,009",19,"1,028",15,1,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0202,202 - HORSEPASTURE #1,"1,692",48,"1,740",16,1,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0203,203-HORSEPASTURE #2,"1,524",36,"1,560",9,1,,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0302,302 - AXTON,"1,139",18,"1,157",10,,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0303,303 - IRISBURG,"2,179",42,"2,221",19,,2,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0304,304 - MOUNT OLIVET,"2,090",42,"2,132",18,2,1,2,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0305,305 - MOUNTAIN VALLEY,"1,024",28,"1,052",5,,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0401,401 - COLLINSVILLE #1,"1,158",35,"1,193",6,,,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0402,402 - DANIELS CREEK,"1,393",61,"1,454",11,,1,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0404,404 - COLLINSVILLE #2,"2,140",81,"2,221",10,5,1,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0405,405 - MOUNTAIN VIEW,822,32,854,6,,3,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0502,502 - FIGSBORO,"1,255",26,"1,281",15,1,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0505,505 - DYERS STORE,"1,053",22,"1,075",11,,,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0601,601 - FONTAINE,"1,865",69,"1,934",14,,2,1,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0602,602 - HILLCREST,560,37,597,4,,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0603,603 - RIDGEWAY #1,"2,055",94,"2,149",24,3,1,4,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 089 HENRY COUNTY,0604,604 - RIDGEWAY #2,"1,443",60,"1,503",13,,,,17,"24,401",750,"25,151",206,14,11,12,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0103,103 - TWIN SPRINGS,"3,321",72,"3,393",19,6,4,4,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0105,105 - CHATHAM,978,79,"1,057",6,5,1,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0201,201 - CALLANDS,"1,272",29,"1,301",7,,,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0202,202- BEARSKIN,861,23,884,6,1,,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0204,204 - SANDY LEVEL,917,16,933,11,1,1,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0206,206 - CLIMAX,940,20,960,4,1,1,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0207,207 - GRETNA,"2,155",51,"2,206",20,4,,3,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0301,301 - CENTRAL,"1,444",65,"1,509",10,1,,1,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0305,305 - RICEVILLE,"1,084",21,"1,105",9,1,,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0308,308 - MT AIRY,992,19,"1,011",10,,,3,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0309,309 - EAST GRETNA,790,22,812,9,,,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0502,502 - MOTLEY SYCAMORE,"2,730",51,"2,781",14,,,7,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0503,503 - RENAN,949,12,961,9,,,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0603,603 - STONY MILL,"1,731",41,"1,772",19,1,2,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0604,604 - SWANSONVILLE,982,17,999,7,,,3,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0605,605 - WHITMELL,"1,345",33,"1,378",13,1,,1,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0606,606 - BROSVILLE,"1,479",38,"1,517",15,1,3,2,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0607,607 - DRY FORK,586,13,599,4,,,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0702,702 - BACHELORS HALL,"1,747",44,"1,791",13,1,1,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 143 PITTSYLVANIA COUNTY,0703,703 - FERRY ROAD,428,18,446,2,,,,20,"26,731",684,"27,415",207,24,13,34,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0001,001 - PRECINCT #1,860,34,894,3,,,,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0002,002 - PRECINCT #2,"1,889",102,"1,991",20,,1,5,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0003,003 - PRECINCT #3,"1,286",79,"1,365",5,,,4,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0004,004 - PRECINCT #4,"1,914",98,"2,012",11,,,3,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0005,005 - PRECINCT #5,"2,204",87,"2,291",12,2,4,2,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 048,Locality: 690 MARTINSVILLE CITY,0006,006 - PRECINCT #6,419,24,443,1,,,,6,"8,572",424,"8,996",52,2,5,14,43,"59,704","1,858","61,562",465,40,29,60
HSE 049,Locality: 083 HALIFAX COUNTY,0304,304 - VERNON HILL,887,26,913,11,2,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0305,305 - SINAI,"1,874",37,"1,911",9,1,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0403,403 - CENTER,"1,628",32,"1,660",12,2,,3,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0502,502 - DAN RIVER,"1,973",49,"2,022",14,5,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0601,601 - BLACK WALNUT,"1,216",32,"1,248",13,1,1,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0603,603 - MT CARMEL,"1,626",38,"1,664",9,2,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0605,605 - UNION,523,8,531,4,,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0701,701 - HYCO,"1,571",25,"1,596",17,1,,4,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0702,702 - MIDWAY,899,17,916,2,3,,1,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0703,703 - VIRGILINA,743,19,762,2,,,,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 083 HALIFAX COUNTY,0801,801 - SOUTH BOSTON,"2,579",154,"2,733",21,,,5,11,"15,519",437,"15,956",114,17,1,19,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0106,106 - TUNSTALL,"1,520",34,"1,554",9,,,,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0108,108 - WEST BLAIRS,871,24,895,8,,,,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0307,307 - EAST BLAIRS,"1,806",65,"1,871",15,,2,5,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0402,402 - KEELING,"1,349",27,"1,376",7,1,3,1,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0404,404 - KENTUCK,"2,459",53,"2,512",20,2,,,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0405,405 - RINGGOLD,"2,792",73,"2,865",18,,6,,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0704,704 - MT HERMON,"2,709",69,"2,778",24,1,2,3,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 143 PITTSYLVANIA COUNTY,0705,705 - MT CROSS,"1,386",38,"1,424",15,1,,1,8,"14,892",383,"15,275",116,5,13,10,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0001,001 - WARD ONE,861,115,976,1,1,,,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0002,002 - WARD TWO,850,111,961,,3,1,,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0003,003 - WARD THREE,"1,509",185,"1,694",7,3,4,1,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0004,004 - WARD FOUR,"3,050",223,"3,273",8,2,3,10,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0006,006 - WARD SIX,853,83,936,1,,,1,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0007,007 - WARD SEVEN,"1,652",158,"1,810",1,2,,4,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0008,008 - WARD EIGHT,"1,434",74,"1,508",3,2,,1,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0009,009 - WARD NINE,"1,279",59,"1,338",3,,,3,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0010,010 - WARD TEN,"1,700",115,"1,815",3,,2,4,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0011,011 - WARD ELEVEN,"2,415",142,"2,557",3,,3,7,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0012,012 - WARD TWELVE,"2,307",127,"2,434",2,2,,5,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0013,013 - WARD THIRTEEN,"2,200",175,"2,375",5,4,2,8,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0014,014 - WARD FOURTEEN,360,30,390,1,,,1,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0015,015 - WARD FIFTEEN,"2,071",107,"2,178",4,1,,6,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0016,016 - WARD SIXTEEN,"2,205",100,"2,305",5,1,,1,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 049,Locality: 590 DANVILLE CITY,0017,017 - WARD SEVENTEEN,"1,877",88,"1,965",6,,1,2,16,"26,623","1,892","28,515",53,21,16,54,35,"57,034","2,712","59,746",283,43,30,83
HSE 050,Locality: 037 CHARLOTTE COUNTY,0101,101 - COUNTY SEAT,"1,271",19,"1,290",4,1,2,2,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0201,201 - RED OAK WYLLIESBURG,"1,250",30,"1,280",9,,1,,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0302,302 - DRAKES BRANCH,"1,029",31,"1,060",1,,1,,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0401,401 - KEYSVILLE,"1,174",36,"1,210",11,2,2,2,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0501,501 - CULLEN/RED HOUSE,"1,102",26,"1,128",5,,,1,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0602,602 - PHENIX,"1,206",30,"1,236",13,2,,2,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 037 CHARLOTTE COUNTY,0702,702 - BACON/SAXE,"1,197",36,"1,233",13,,,,7,"8,229",208,"8,437",56,5,6,7,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0101,101 - CHILDREY,"1,065",18,"1,083",6,,,,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0102,102 - LIBERTY,558,12,570,5,1,,,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0103,103 - REPUBLICAN GROVE,"1,276",36,"1,312",8,,,,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0201,201 - CLAYS MILL,818,17,835,5,,,1,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0202,202 - CROSSROADS,739,14,753,5,2,,1,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0203,203 - CLOVER,"1,228",27,"1,255",11,,,1,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0302,302 - MEADVILLE,535,13,548,6,,,,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0401,401 - COURTHOUSE,"1,482",77,"1,559",7,3,,2,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0503,503 - SCOTTSBURG,972,7,979,4,1,,3,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 083 HALIFAX COUNTY,0702,702 - MIDWAY,112,2,114,,,,,10,"8,785",223,"9,008",57,7,,8,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0101,101 - PLYMOUTH,985,27,"1,012",6,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0201,201 - BROWNS STORE,941,31,972,8,2,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0301,301 - ROSEBUD,581,13,594,2,,,2,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0302,302 - FLAT ROCK,702,18,720,6,,,1,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0401,401 - ARROWHEAD GUN CLUB,382,9,391,3,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0402,402 - PLEASANT GROVE,864,26,890,12,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0501,501 - REEDY CREEK,602,15,617,5,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0502,502 - PEOPLES COMMUNITY CENTER,659,18,677,1,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0601,601 - HOUNDS CREEK,"1,000",24,"1,024",12,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0701,701 - MEHERRIN FIRE DEPARTMENT,538,20,558,3,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 111 LUNENBURG COUNTY,0702,702 - VICTORIA PUBLIC LIBRARY,584,15,599,4,,,,11,"7,838",216,"8,054",62,2,,3,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0101,101 - PALMER SPRINGS,871,12,883,14,1,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0102,102 - ANTIOCH CHURCH,307,11,318,,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0103,103 - CLARKSVILLE SOUTH,"1,310",30,"1,340",3,2,,2,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0201,201 - CHASE CITY,"1,767",53,"1,820",15,2,1,1,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0202,202 - BLUESTONE,392,8,400,4,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0301,301 - BRACEY,"1,522",62,"1,584",10,1,1,1,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0302,302 - LACROSSE,"1,049",26,"1,075",7,1,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0401,401 - SOUTH HILL WEST,"2,313",78,"2,391",19,1,,2,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0501,501 - SOUTH HILL EAST,"2,332",83,"2,415",17,2,,3,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0601,601 - BASKERVILLE,600,18,618,8,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0602,602 - UNION LEVEL,464,13,477,7,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0603,603 - SMITH CROSSROADS,617,12,629,4,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0604,604 - LAKE GASTON,970,39,"1,009",17,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0701,701 - MIDWAY,544,18,562,5,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0702,702 - WILLIAMS GROVE,986,33,"1,019",4,,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0703,703 - CHASE CITY EAST,851,22,873,4,,,1,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
HSE 050,Locality: 117 MECKLENBURG COUNTY,0801,801 - BOYDTON,656,12,668,5,1,,,22,"22,230",657,"22,887",178,14,4,12,59,"58,054","1,734","59,788",447,50,12,41
