District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
HSE ,Locality: 069 FREDERICK COUNTY,0203,203 - REDLAND,4,,4,,,,,1,4,,4,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 087 HENRICO COUNTY,0118,118 - Holding Tank for 107,"3,393",88,"3,481",32,11,10,2,1,"3,393",88,"3,481",32,11,10,2,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 091 HIGHLAND COUNTY,0003,003 - WILSONS MILL,,1,1,,,,,1,,1,1,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 101 KING WILLIAM COUNTY,0301,301 - AYLETT,,1,1,,,1,,1,,1,1,,,1,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 111 LUNENBURG COUNTY,0701,701 - MEHERRIN FIRE DEPARTMENT,1,,1,,,,,1,1,,1,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 117 MECKLENBURG COUNTY,0301,301 - BRACEY,10,1,11,,,,,3,15,1,16,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 117 MECKLENBURG COUNTY,0302,302 - LACROSSE,1,,1,,,,,3,15,1,16,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 117 MECKLENBURG COUNTY,0501,501 - SOUTH HILL,4,,4,,,,,3,15,1,16,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 119 MIDDLESEX COUNTY,0102,102 - URBANNA,,1,1,,,,,2,2,1,3,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 119 MIDDLESEX COUNTY,0302,302 - CHURCH VIEW,2,,2,,,,,2,2,1,3,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 135 NOTTOWAY COUNTY,0,BURKEVILLE - 0380,1,,1,,,,,1,1,,1,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 159 RICHMOND COUNTY,0501,501 - PRECINCT 5-1,3,,3,,,,,1,3,,3,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 173 SMYTH COUNTY,0101,101 - SALTVILLE,4,,4,,,,,3,7,,7,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 173 SMYTH COUNTY,0501,501 - ATKINS,2,,2,,,,,3,7,,7,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 173 SMYTH COUNTY,0702,702 - SUGAR GROVE,1,,1,,,,,3,7,,7,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 193 WESTMORELAND COUNTY,0101,101 - PRECINCT 1-1,1,5,6,,,,,3,3,8,11,,,2,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 193 WESTMORELAND COUNTY,0201,201 - PRECINCT 2-1,2,1,3,,,2,,3,3,8,11,,,2,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 193 WESTMORELAND COUNTY,0401,401 - PRECINCT 4-1,,2,2,,,,,3,3,8,11,,,2,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 610 FALLS CHURCH CITY,0001,001 - FIRST WARD,1,,1,,,,,3,5,,5,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 610 FALLS CHURCH CITY,0002,002 - SECOND WARD,2,,2,,,,,3,5,,5,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 610 FALLS CHURCH CITY,0003,003 - THIRD WARD,2,,2,,,,,3,5,,5,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 680 LYNCHBURG CITY,0302,302 - THIRD WARD SECOND PRECINCT,1,,1,,,,,2,1,2,3,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 680 LYNCHBURG CITY,0403,403 - FOURTH WARD THIRD PRECINCT,,2,2,,,,,2,1,2,3,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE ,Locality: 830 WILLIAMSBURG CITY,0001,001 - STRYKER,,1,1,,,,,1,,1,1,,,,,24,"3,435",103,"3,538",32,11,13,2
HSE 001,Locality: 013 ARLINGTON COUNTY,0104,104 - PRECINCT 104,"3,656",286,"3,942",32,50,20,1,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0107,107 - PRECINCT 107,"3,133",178,"3,311",28,49,36,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0111,111 - PRECINCT 111,"2,202",107,"2,309",24,47,14,1,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0114,114 - PRECINCT 114,"2,445",239,"2,684",28,44,14,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0117,117 - PRECINCT 117,"3,265",218,"3,483",41,57,31,3,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0120,120 - PRECINCT 120,"3,003",118,"3,121",33,44,28,2,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0123,123 - PRECINCT 123,"2,916",128,"3,044",38,51,20,1,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0124,124 - PRECINCT 124,"4,074",223,"4,297",51,59,26,5,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0125,125 - PRECINCT 125,"2,920",178,"3,098",39,66,21,2,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0129,129 - PRECINCT 129,"2,808",106,"2,914",46,54,39,1,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0131,131 - PRECINCT 131,"2,962",111,"3,073",37,35,19,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0133,133 - PRECINCT 133,"3,039",119,"3,158",31,27,26,2,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0134,134 - PRECINCT 134,"2,683",106,"2,789",32,45,20,4,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0135,135 - PRECINCT 135,"3,310",130,"3,440",39,38,24,4,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0136,136 - PRECINCT 136,"3,341",176,"3,517",34,64,27,3,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0137,137 - PRECINCT 137,"2,617",92,"2,709",21,38,15,4,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0139,139 - PRECINCT 139,"1,769",75,"1,844",21,23,16,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0140,140 - PRECINCT 140,"4,091",477,"4,568",40,79,21,1,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0145,145 - PRECINCT 145,"2,502",236,"2,738",32,50,23,4,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0146,146 - PRECINCT 146,"4,042",473,"4,515",43,66,30,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 001,Locality: 013 ARLINGTON COUNTY,0151,151 - PRECINCT 151,800,56,856,7,7,3,,21,"61,578","3,832","65,410",697,993,473,38,21,"61,578","3,832","65,410",697,993,473,38
HSE 002,Locality: 013 ARLINGTON COUNTY,0102,102 - PRECINCT 102,"3,398",288,"3,686",25,74,19,2,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0103,103 - PRECINCT 103,"1,903",133,"2,036",43,35,28,,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0106,106 - PRECINCT 106,"2,656",402,"3,058",87,51,22,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0108,108 - PRECINCT 108,"3,978",535,"4,513",110,88,34,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0110,110 - PRECINCT 110,"4,602",524,"5,126",173,147,48,3,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0115,115 - PRECINCT 115,"1,803",135,"1,938",41,39,18,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0116,116 - PRECINCT 116,"3,460",305,"3,765",22,67,30,2,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0118,118 - PRECINCT 118,"5,784",780,"6,564",71,145,39,6,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0119,119 - PRECINCT 119,"4,561",610,"5,171",74,126,71,2,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0121,121 - PRECINCT 121,"1,695",139,"1,834",23,20,14,,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0132,132 - PRECINCT 132,"1,366",147,"1,513",47,25,13,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0138,138 - PRECINCT 138,188,20,208,4,2,3,,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0141,141 - PRECINCT 141,"3,433",395,"3,828",46,72,47,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0144,144 - PRECINCT 144,"2,444",297,"2,741",37,49,37,5,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0148,148 - PRECINCT 148,"2,594",328,"2,922",33,51,11,2,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0149,149 - PRECINCT 149,"2,567",282,"2,849",19,40,9,2,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0150,150 - PRECINCT 150,"3,412",553,"3,965",102,56,31,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0152,152 - PRECINCT 152,"2,575",339,"2,914",87,26,11,3,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0153,153 - PRECINCT 153,"3,281",483,"3,764",119,48,17,1,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 002,Locality: 013 ARLINGTON COUNTY,0154,154 - PRECINCT 154,"1,573",201,"1,774",22,22,16,,20,"57,273","6,896","64,169","1,185","1,183",518,34,20,"57,273","6,896","64,169","1,185","1,183",518,34
HSE 003,Locality: 013 ARLINGTON COUNTY,0101,101 - PRECINCT 101,"2,918",197,"3,115",59,29,11,2,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0105,105 - PRECINCT 105,"2,819",179,"2,998",50,41,15,3,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0109,109 - PRECINCT 109,"3,978",377,"4,355",81,66,14,,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0112,112 - PRECINCT 112,"2,655",162,"2,817",62,59,33,1,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0113,113 - PRECINCT 113,"2,177",99,"2,276",31,34,5,4,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0122,122 - PRECINCT 122,"2,909",227,"3,136",73,66,21,,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0126,126 - PRECINCT 126,"3,688",360,"4,048",72,44,13,3,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0127,127 - PRECINCT 127,"3,245",225,"3,470",61,40,17,1,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0128,128 - PRECINCT 128,"3,874",385,"4,259",75,41,22,3,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0130,130 - PRECINCT 130,"3,318",230,"3,548",63,23,4,4,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0138,138 - PRECINCT 138,"2,977",316,"3,293",68,35,19,,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0142,142 - PRECINCT 142,"2,657",297,"2,954",73,45,15,2,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0143,143 - PRECINCT 143,"2,685",187,"2,872",38,14,4,1,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 013 ARLINGTON COUNTY,0147,147 - PRECINCT 147,"2,390",181,"2,571",46,42,24,2,14,"42,290","3,422","45,712",852,579,217,26,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 510 ALEXANDRIA CITY,0202,202 - GEORGE MASON SCHOOL,"2,867",131,"2,998",18,27,18,10,4,"11,853",848,"12,701",108,158,77,21,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 510 ALEXANDRIA CITY,0203,203 - CHARLES BARRETT CENTER,"2,721",268,"2,989",28,50,24,1,4,"11,853",848,"12,701",108,158,77,21,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 510 ALEXANDRIA CITY,0204,204 - BLESSED SACRAMENT CHURCH,"3,010",167,"3,177",27,37,18,5,4,"11,853",848,"12,701",108,158,77,21,18,"54,143","4,270","58,413",960,737,294,47
HSE 003,Locality: 510 ALEXANDRIA CITY,0206,206 - CHINQUAPIN PARK RECREATION CTR,"3,255",282,"3,537",35,44,17,5,4,"11,853",848,"12,701",108,158,77,21,18,"54,143","4,270","58,413",960,737,294,47
HSE 004,Locality: 059 FAIRFAX COUNTY,0501,501 - BAILEYS ,"3,789",185,"3,974",48,20,10,4,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0505,505 - GLEN FOREST,"3,219",145,"3,364",33,14,9,2,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0506,506 - HOLMES,797,40,837,15,1,2,1,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0509,509 - PLAZA,"1,181",51,"1,232",9,5,8,,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0514,514 - CROSSROADS,"1,250",96,"1,346",19,5,2,,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0517,517 - WILLSTON,"2,025",126,"2,151",30,6,8,3,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 059 FAIRFAX COUNTY,0520,520 - SKYLINE,"2,737",382,"3,119",29,14,13,2,7,"14,998","1,025","16,023",183,65,52,12,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0208,208 - NOVA ARTS CENTER,"4,607",647,"5,254",82,56,15,1,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0209,209 - JAMES K POLK SCHOOL,"4,070",368,"4,438",48,46,18,1,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0210,210 - F.T. DAY SCHOOL,"2,359",219,"2,578",23,10,3,2,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0303,303 - CHARLES E BEATLEY LIBRARY,"3,167",359,"3,526",27,23,10,2,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0305,305 - JOHN ADAMS SCHOOL,"4,126",593,"4,719",48,28,14,3,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0306,306 - WILLIAM RAMSAY SCHOOL,"4,275",421,"4,696",45,20,27,6,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0307,307 - SOUTH PORT,"3,532",301,"3,833",33,25,17,4,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 004,Locality: 510 ALEXANDRIA CITY,0309,309 - OLYMPUS CONDO,"2,439",289,"2,728",23,21,13,1,8,"28,575","3,197","31,772",329,229,117,20,15,"43,573","4,222","47,795",512,294,169,32
HSE 005,Locality: 510 ALEXANDRIA CITY,0101,101 - LADREY SENIOR BUILDING,"3,258",366,"3,624",28,41,10,,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0102,102 - CITY HALL,"2,948",175,"3,123",27,65,24,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0103,103 - LYLES CROUCH SCHOOL,"3,755",376,"4,131",53,55,51,3,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0104,104 - DURANT CENTER,"3,009",281,"3,290",36,46,25,1,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0105,105 - LEE CENTER,"2,736",336,"3,072",46,37,11,,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0106,106 - CORA KELLY,"4,175",681,"4,856",53,54,13,9,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0107,107 - MT VERNON RECREATION CENTER,"4,252",352,"4,604",66,87,32,5,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0108,108 - GEORGE WASHINGTON MIDDLE SCH,"4,169",362,"4,531",50,66,21,5,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0109,109 - FIRE DEPARTMENT HEADQUARTERS,"2,594",244,"2,838",49,85,12,5,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0110,110 - CHARLES HOUSTON CENTER,"4,021",419,"4,440",80,51,10,3,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0111,111 - POTOMAC YARD,"1,714",268,"1,982",27,20,1,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0201,201 - NAOMI L. BROOKS SCHOOL,"2,484",148,"2,632",23,58,19,3,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0205,205 - DOUGLAS MACARTHUR SCHOOL,"3,847",393,"4,240",50,65,22,7,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0207,207 - TEMPLE BETH EL SYNAGOGUE,"3,974",252,"4,226",54,50,14,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0211,211 - ALEX RENEW,"2,948",314,"3,262",46,39,11,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0302,302 - PATRICK HENRY REC CENTER,"3,245",458,"3,703",42,23,18,6,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0304,304 - SAMUEL TUCKER SCHOOL,"3,749",508,"4,257",52,32,13,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 005,Locality: 510 ALEXANDRIA CITY,0308,308 - CAMERON STATION COMMUNITY CTR,"3,633",339,"3,972",106,66,17,2,18,"60,511","6,272","66,783",888,940,324,59,18,"60,511","6,272","66,783",888,940,324,59
HSE 006,Locality: 059 FAIRFAX COUNTY,0202,202 - FLINT HILL #1,"1,549",44,"1,593",14,8,3,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0226,226 - WOLFTRAP,"3,589",121,"3,710",32,16,16,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0240,240 - COLVIN,"2,533",72,"2,605",19,17,9,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0242,242 - WESTBRIAR #2,"1,759",50,"1,809",14,9,5,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0243,243 - SUNRISE VALLEY #2,"1,060",32,"1,092",14,3,5,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0245,245 - PINEY RUN,"1,082",35,"1,117",5,3,4,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0301,301 - CHAIN BRIDGE,"3,764",179,"3,943",52,43,33,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0302,302 - CHESTERBROOK,"2,741",102,"2,843",18,17,18,,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0303,303 - CHURCHILL,"1,666",61,"1,727",22,10,5,1,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0304,304 - COOPER,"2,429",133,"2,562",9,20,10,2,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0305,305 - EL NIDO,"2,479",86,"2,565",16,22,27,3,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0306,306 - GREAT FALLS,"2,180",87,"2,267",19,10,11,2,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0307,307 - HAYCOCK,"3,995",127,"4,122",31,32,26,4,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
HSE 006,Locality: 059 FAIRFAX COUNTY,0309,309 - KENMORE,"4,118",164,"4,282",30,20,20,3,25,"64,675","2,423","67,098",549,473,377,43,25,"64,675","2,423","67,098",549,473,377,43
